Origin,Destination,Carrier,ShipmentType,Weight,Volume,Dimensions,PlannedShipDate,ActualShipDate,PlannedDeliveryDate,ActualDeliveryDate,Status,DeliveryTimeDays
Detroit,Seattle,DHL,Express,171.2,3.4,21x37x14,2025-05-13,2025-05-13,2025-05-19,2025-05-19,Delivered,6
San Diego,Seattle,UPS,Fragile,55.3,1.8,45x21x26,2025-05-21,2025-05-22,2025-05-27,2025-05-27,Delivered,5
Detroit,Orlando,FedEx,Express,318.9,4.3,47x24x8,2025-05-31,2025-05-31,2025-06-07,2025-06-07,Delivered,7
Philadelphia,Denver,FedEx,Fragile,202.9,2.8,38x16x11,2025-05-07,2025-05-07,2025-05-10,2025-05-11,Delivered,4
Boston,Denver,FedEx,Standard,197.2,2.6,15x28x16,2025-05-21,2025-05-22,2025-05-26,2025-05-26,Delivered,4
Houston,Denver,UPS,Standard,108.0,2.8,16x35x20,2025-05-04,2025-05-04,2025-05-08,2025-05-08,Delivered,4
Miami,Orlando,DHL,Standard,272.1,5.4,26x38x28,2025-05-13,2025-05-14,2025-05-15,2025-05-15,Delivered,1
Atlanta,Houston,DHL,Fragile,242.4,3.5,16x12x11,2025-05-04,2025-05-05,2025-05-11,2025-05-11,Delivered,6
Houston,San Francisco,FedEx,Standard,222.3,3.6,42x29x15,2025-05-20,2025-05-20,2025-05-26,2025-05-27,Delayed,7
Boston,Seattle,FedEx,Standard,84.8,1.5,48x10x12,2025-05-13,2025-05-13,2025-05-18,2025-05-18,Delivered,5
Houston,Houston,UPS,Fragile,64.9,1.8,41x37x18,2025-05-03,2025-05-03,2025-05-06,2025-05-07,Delivered,4
Miami,Denver,FedEx,Express,194.9,4.2,42x38x24,2025-05-19,2025-05-19,2025-05-23,2025-05-23,Delivered,4
Miami,Phoenix,UPS,Express,310.7,4.1,29x22x9,2025-05-07,2025-05-07,2025-05-12,2025-05-14,Delivered,7
Detroit,Austin,UPS,Fragile,130.6,4.2,38x39x16,2025-05-25,2025-05-26,2025-05-29,2025-05-29,Disrupted,3
Boston,San Francisco,UPS,Standard,88.5,3.4,30x25x15,2025-05-26,2025-05-26,2025-06-02,2025-06-03,Delivered,8
Atlanta,Orlando,UPS,Express,105.2,2.8,42x40x10,2025-05-28,2025-05-28,2025-06-02,2025-06-03,Delayed,6
Dallas,Miami,DHL,Express,73.3,3.4,35x15x24,2025-05-02,2025-05-02,2025-05-07,2025-05-07,Delivered,5
Chicago,Los Angeles,UPS,Standard,204.0,3.2,45x15x14,2025-05-03,2025-05-03,2025-05-09,2025-05-09,Delayed,6
Dallas,Orlando,FedEx,Express,285.4,4.5,44x34x18,2025-05-10,2025-05-10,2025-05-17,2025-05-17,Delivered,7
Boston,Houston,UPS,Express,286.6,5.5,24x19x13,2025-05-29,2025-05-29,2025-06-02,2025-06-03,Delayed,5
Boston,San Francisco,FedEx,Standard,117.7,2.8,41x15x30,2025-05-29,2025-05-30,2025-05-31,2025-05-31,Delivered,1
Boston,San Francisco,DHL,Express,115.3,3.9,27x18x29,2025-05-26,2025-05-27,2025-05-29,2025-05-29,Delayed,2
Chicago,Denver,FedEx,Express,262.3,5.3,41x14x13,2025-05-07,2025-05-07,2025-05-09,2025-05-09,Delivered,2
Dallas,Seattle,FedEx,Standard,130.5,3.0,31x19x24,2025-05-01,2025-05-01,2025-05-07,2025-05-07,Delivered,6
Detroit,Phoenix,DHL,Fragile,58.1,1.4,28x11x18,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Delivered,1
Houston,Las Vegas,UPS,Fragile,112.9,3.5,37x30x26,2025-05-23,2025-05-24,2025-05-29,2025-05-30,Delivered,6
Boston,Orlando,FedEx,Express,93.0,2.4,17x31x25,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delivered,5
Detroit,Los Angeles,DHL,Express,96.3,2.5,21x34x20,2025-05-29,2025-05-29,2025-06-04,2025-06-04,Delivered,6
Boston,Austin,UPS,Express,160.3,4.0,39x23x16,2025-05-08,2025-05-08,2025-05-11,2025-05-11,Delivered,3
Boston,San Francisco,UPS,Express,294.7,4.0,34x11x11,2025-05-15,2025-05-15,2025-05-20,2025-05-22,Delivered,7
Boston,Seattle,UPS,Fragile,257.8,3.6,41x36x23,2025-05-26,2025-05-27,2025-05-31,2025-05-31,Delayed,4
Atlanta,Orlando,DHL,Fragile,173.0,2.9,16x38x30,2025-05-01,2025-05-01,2025-05-08,2025-05-08,Delivered,7
New York,Seattle,UPS,Standard,223.3,3.2,28x15x26,2025-05-13,2025-05-14,2025-05-18,2025-05-20,Delivered,6
Boston,Las Vegas,UPS,Fragile,245.5,4.9,33x40x28,2025-05-19,2025-05-19,2025-05-22,2025-05-24,Delivered,5
Miami,Denver,FedEx,Fragile,306.5,6.1,37x15x22,2025-05-27,2025-05-27,2025-05-31,2025-05-31,Delayed,4
New York,San Francisco,FedEx,Standard,65.2,3.5,46x25x12,2025-05-31,2025-05-31,2025-06-07,2025-06-09,Disrupted,9
New York,Phoenix,UPS,Express,101.0,2.5,41x25x30,2025-05-19,2025-05-19,2025-05-22,2025-05-22,Delivered,3
Miami,San Francisco,UPS,Express,208.9,2.7,19x38x24,2025-05-23,2025-05-23,2025-05-29,2025-05-29,Delivered,6
Chicago,Miami,UPS,Standard,209.4,3.2,40x25x26,2025-05-31,2025-05-31,2025-06-02,2025-06-03,Delivered,3
Philadelphia,Phoenix,UPS,Fragile,57.4,1.3,38x16x26,2025-05-29,2025-05-29,2025-06-05,2025-06-05,Delivered,7
Boston,Miami,FedEx,Standard,220.9,4.3,16x10x26,2025-05-10,2025-05-10,2025-05-17,2025-05-18,Delayed,8
Houston,Denver,DHL,Fragile,143.9,2.1,33x11x17,2025-05-13,2025-05-14,2025-05-15,2025-05-15,Delivered,1
Dallas,Seattle,DHL,Standard,320.6,5.2,39x24x13,2025-05-27,2025-05-27,2025-06-02,2025-06-02,Delayed,6
Philadelphia,Las Vegas,UPS,Fragile,105.6,1.9,46x39x21,2025-05-13,2025-05-14,2025-05-18,2025-05-18,Delivered,4
Chicago,Los Angeles,UPS,Fragile,56.9,3.0,42x27x19,2025-05-01,2025-05-02,2025-05-05,2025-05-05,Delivered,3
Boston,Las Vegas,UPS,Fragile,324.8,5.8,34x36x29,2025-05-10,2025-05-10,2025-05-12,2025-05-13,Delayed,3
New York,Los Angeles,UPS,Express,335.3,6.0,45x32x28,2025-05-10,2025-05-10,2025-05-12,2025-05-14,Delivered,4
New York,Houston,FedEx,Fragile,325.9,5.7,15x23x15,2025-05-29,2025-05-29,2025-05-30,2025-05-30,Delayed,1
Philadelphia,Austin,FedEx,Fragile,164.9,3.3,22x38x27,2025-05-04,2025-05-04,2025-05-09,2025-05-09,Delivered,5
New York,Miami,UPS,Standard,148.1,2.9,18x23x14,2025-05-08,2025-05-08,2025-05-10,2025-05-10,Delivered,2
Atlanta,Los Angeles,UPS,Standard,105.0,2.8,46x38x13,2025-05-17,2025-05-17,2025-05-22,2025-05-22,Delivered,5
Chicago,Las Vegas,UPS,Express,311.3,5.4,24x31x20,2025-05-26,2025-05-26,2025-05-29,2025-05-31,Delivered,5
Atlanta,Miami,UPS,Express,336.8,6.2,41x10x26,2025-05-10,2025-05-10,2025-05-17,2025-05-18,Delivered,8
San Diego,Houston,DHL,Fragile,126.9,1.8,33x11x26,2025-05-01,2025-05-01,2025-05-04,2025-05-05,Delivered,4
New York,San Francisco,FedEx,Fragile,58.4,1.4,18x14x20,2025-05-08,2025-05-08,2025-05-11,2025-05-11,Delivered,3
Philadelphia,Las Vegas,FedEx,Standard,65.8,2.7,22x29x18,2025-05-14,2025-05-15,2025-05-15,2025-05-15,Delivered,0
Atlanta,Denver,FedEx,Standard,73.8,1.4,44x16x9,2025-05-28,2025-05-28,2025-06-03,2025-06-03,Delivered,6
Atlanta,Orlando,FedEx,Express,113.5,2.8,27x36x20,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Delayed,5
Boston,Las Vegas,UPS,Standard,176.1,4.3,41x34x11,2025-05-15,2025-05-15,2025-05-17,2025-05-18,Delivered,3
Houston,Houston,DHL,Fragile,287.0,5.4,20x28x11,2025-05-06,2025-05-06,2025-05-07,2025-05-07,Delivered,1
Atlanta,Los Angeles,DHL,Express,344.5,5.3,24x24x19,2025-05-20,2025-05-20,2025-05-24,2025-05-25,Delivered,5
Dallas,Phoenix,DHL,Express,219.7,3.1,35x28x26,2025-05-17,2025-05-17,2025-05-21,2025-05-21,Delivered,4
New York,Orlando,UPS,Standard,115.9,2.6,41x22x27,2025-05-29,2025-05-29,2025-05-30,2025-05-31,Delivered,2
Houston,Phoenix,FedEx,Standard,88.5,3.1,16x34x19,2025-05-04,2025-05-04,2025-05-11,2025-05-11,Delivered,7
San Diego,Houston,FedEx,Express,200.4,4.0,34x18x28,2025-05-20,2025-05-21,2025-05-26,2025-05-26,Delayed,5
Detroit,Miami,FedEx,Express,347.8,5.7,37x38x19,2025-05-10,2025-05-11,2025-05-14,2025-05-15,Disrupted,4
San Diego,San Francisco,FedEx,Fragile,191.6,4.5,35x34x8,2025-05-22,2025-05-22,2025-05-23,2025-05-23,Delivered,1
Houston,Seattle,FedEx,Standard,341.3,6.2,28x25x11,2025-05-02,2025-05-02,2025-05-05,2025-05-05,Delivered,3
Dallas,Orlando,UPS,Standard,79.3,1.6,16x28x18,2025-05-19,2025-05-19,2025-05-25,2025-05-27,Delayed,8
Philadelphia,San Francisco,FedEx,Standard,288.5,5.6,24x38x18,2025-05-20,2025-05-20,2025-05-21,2025-05-21,Delivered,1
Philadelphia,Austin,FedEx,Fragile,325.3,4.2,25x32x27,2025-05-30,2025-05-31,2025-06-06,2025-06-08,Delivered,8
New York,San Francisco,UPS,Fragile,206.4,5.0,23x19x21,2025-05-27,2025-05-27,2025-06-01,2025-06-01,Delivered,5
Atlanta,San Francisco,DHL,Fragile,172.2,2.2,27x12x13,2025-05-01,2025-05-01,2025-05-08,2025-05-09,Delivered,8
Detroit,Los Angeles,FedEx,Fragile,75.0,2.7,31x24x19,2025-05-07,2025-05-08,2025-05-12,2025-05-12,Delivered,4
Dallas,Austin,FedEx,Standard,197.1,3.8,17x23x26,2025-05-14,2025-05-15,2025-05-17,2025-05-17,Delivered,2
Boston,Orlando,DHL,Standard,338.3,4.4,26x37x26,2025-05-28,2025-05-28,2025-06-03,2025-06-04,Delivered,7
San Diego,Los Angeles,FedEx,Express,338.1,4.3,40x22x24,2025-05-09,2025-05-10,2025-05-12,2025-05-12,Delivered,2
Miami,San Francisco,FedEx,Fragile,288.1,4.4,27x23x9,2025-05-02,2025-05-02,2025-05-03,2025-05-03,Delayed,1
San Diego,Denver,FedEx,Express,110.7,3.9,31x39x13,2025-05-20,2025-05-21,2025-05-23,2025-05-23,Disrupted,2
San Diego,Austin,DHL,Express,184.7,3.8,50x26x27,2025-05-02,2025-05-02,2025-05-03,2025-05-04,Delivered,2
New York,Phoenix,DHL,Fragile,296.4,5.9,40x10x12,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delivered,5
Philadelphia,Las Vegas,FedEx,Express,54.8,1.8,37x10x9,2025-05-19,2025-05-19,2025-05-20,2025-05-20,Delivered,1
Miami,Austin,UPS,Express,55.1,2.0,25x13x22,2025-05-19,2025-05-19,2025-05-21,2025-05-21,Delivered,2
Detroit,Seattle,DHL,Fragile,86.5,1.8,39x21x18,2025-05-27,2025-05-27,2025-05-31,2025-05-31,Delivered,4
Dallas,Miami,FedEx,Fragile,64.6,1.5,41x18x26,2025-05-20,2025-05-20,2025-05-21,2025-05-21,Disrupted,1
Houston,Houston,FedEx,Standard,159.2,2.3,44x29x18,2025-05-08,2025-05-08,2025-05-14,2025-05-15,Delivered,7
Boston,Seattle,UPS,Standard,309.4,4.9,45x21x21,2025-05-07,2025-05-07,2025-05-09,2025-05-11,Delivered,4
Detroit,Miami,DHL,Fragile,286.1,5.0,39x40x18,2025-05-17,2025-05-17,2025-05-22,2025-05-22,Disrupted,5
Boston,Houston,DHL,Standard,187.8,4.0,44x32x8,2025-05-07,2025-05-08,2025-05-09,2025-05-09,Disrupted,1
Boston,Las Vegas,UPS,Fragile,330.0,4.4,20x23x8,2025-05-22,2025-05-22,2025-05-29,2025-05-29,Delivered,7
Miami,Miami,FedEx,Fragile,173.7,2.3,21x28x26,2025-05-28,2025-05-28,2025-06-03,2025-06-05,Delivered,8
Philadelphia,Las Vegas,DHL,Express,191.5,3.9,41x27x26,2025-05-04,2025-05-04,2025-05-10,2025-05-12,Delayed,8
Miami,Phoenix,UPS,Express,257.3,5.0,20x27x23,2025-05-31,2025-05-31,2025-06-05,2025-06-05,Disrupted,5
Chicago,Austin,DHL,Express,270.3,3.8,39x27x26,2025-05-19,2025-05-19,2025-05-24,2025-05-24,Delayed,5
Boston,Las Vegas,UPS,Express,208.8,4.2,40x25x13,2025-05-24,2025-05-24,2025-05-25,2025-05-27,Delivered,3
Dallas,Las Vegas,DHL,Express,212.0,4.4,27x28x25,2025-05-01,2025-05-01,2025-05-06,2025-05-06,Delivered,5
Boston,Las Vegas,FedEx,Standard,305.0,5.5,40x36x20,2025-05-08,2025-05-08,2025-05-12,2025-05-12,Delivered,4
New York,Denver,DHL,Standard,326.2,4.7,33x33x21,2025-05-31,2025-05-31,2025-06-06,2025-06-07,Delayed,7
Philadelphia,Houston,DHL,Express,225.4,3.0,26x10x8,2025-05-19,2025-05-19,2025-05-21,2025-05-22,Delayed,3
Atlanta,Denver,FedEx,Standard,225.3,4.5,19x29x25,2025-05-05,2025-05-06,2025-05-11,2025-05-11,Delivered,5
New York,Houston,FedEx,Express,103.1,3.0,45x39x21,2025-05-06,2025-05-07,2025-05-09,2025-05-10,Delivered,3
Detroit,Miami,UPS,Standard,296.3,4.4,30x16x18,2025-05-30,2025-05-31,2025-06-02,2025-06-02,Disrupted,2
Philadelphia,Houston,UPS,Express,279.3,5.6,47x27x15,2025-05-19,2025-05-19,2025-05-23,2025-05-24,Delayed,5
Atlanta,Phoenix,UPS,Standard,52.1,2.0,31x16x16,2025-05-07,2025-05-07,2025-05-10,2025-05-10,Delivered,3
San Diego,Houston,FedEx,Express,328.1,5.3,30x31x19,2025-05-17,2025-05-17,2025-05-21,2025-05-23,Delivered,6
San Diego,Orlando,UPS,Fragile,304.6,5.6,48x31x10,2025-05-19,2025-05-20,2025-05-20,2025-05-20,Delayed,0
Philadelphia,Denver,UPS,Fragile,107.7,1.7,35x19x19,2025-05-31,2025-05-31,2025-06-05,2025-06-05,Delivered,5
Detroit,Austin,UPS,Express,61.8,1.3,42x20x24,2025-05-18,2025-05-18,2025-05-20,2025-05-21,Delivered,3
Dallas,Seattle,UPS,Standard,338.8,5.8,33x39x20,2025-05-07,2025-05-07,2025-05-10,2025-05-10,Delivered,3
San Diego,Las Vegas,UPS,Express,289.2,4.5,40x12x16,2025-05-20,2025-05-20,2025-05-21,2025-05-22,Delivered,2
Houston,Denver,DHL,Fragile,104.5,3.2,32x11x15,2025-05-26,2025-05-27,2025-05-30,2025-06-01,Delivered,5
Boston,San Francisco,FedEx,Fragile,167.9,3.0,46x28x29,2025-05-21,2025-05-21,2025-05-23,2025-05-25,Delivered,4
New York,Seattle,UPS,Standard,315.5,3.9,42x33x13,2025-05-04,2025-05-04,2025-05-09,2025-05-09,Delayed,5
Atlanta,Austin,UPS,Express,142.6,2.9,34x20x19,2025-05-23,2025-05-23,2025-05-26,2025-05-26,Delivered,3
Dallas,Denver,FedEx,Express,202.5,3.5,41x35x11,2025-05-19,2025-05-19,2025-05-26,2025-05-26,Delivered,7
Houston,Los Angeles,DHL,Fragile,281.9,5.1,41x11x26,2025-05-07,2025-05-08,2025-05-10,2025-05-10,Delivered,2
Atlanta,San Francisco,FedEx,Standard,96.3,2.3,26x38x9,2025-05-25,2025-05-25,2025-05-27,2025-05-27,Delivered,2
New York,Las Vegas,UPS,Standard,108.8,3.8,29x12x28,2025-05-12,2025-05-12,2025-05-15,2025-05-16,Delivered,4
Boston,Las Vegas,FedEx,Fragile,71.8,2.1,22x20x23,2025-05-30,2025-05-31,2025-06-04,2025-06-04,Delivered,4
Chicago,Austin,DHL,Express,76.3,2.9,45x14x19,2025-05-07,2025-05-07,2025-05-10,2025-05-11,Delivered,4
Philadelphia,Orlando,FedEx,Standard,133.8,3.0,18x10x16,2025-05-20,2025-05-21,2025-05-24,2025-05-24,Delivered,3
Philadelphia,Las Vegas,FedEx,Standard,315.0,5.2,35x24x29,2025-05-13,2025-05-13,2025-05-20,2025-05-20,Delayed,7
Dallas,Houston,UPS,Express,67.2,2.6,20x20x29,2025-05-13,2025-05-13,2025-05-20,2025-05-20,Disrupted,7
New York,San Francisco,FedEx,Standard,287.1,5.6,22x35x28,2025-05-16,2025-05-16,2025-05-21,2025-05-21,Delivered,5
New York,Seattle,FedEx,Fragile,81.5,2.1,29x32x24,2025-05-28,2025-05-28,2025-05-30,2025-05-30,Delivered,2
Philadelphia,Houston,FedEx,Fragile,289.8,3.7,25x36x13,2025-05-04,2025-05-04,2025-05-08,2025-05-10,Delayed,6
Atlanta,Seattle,FedEx,Express,114.2,3.4,42x39x26,2025-05-28,2025-05-28,2025-06-03,2025-06-03,Disrupted,6
Philadelphia,Seattle,DHL,Fragile,249.3,4.9,23x26x16,2025-05-02,2025-05-02,2025-05-08,2025-05-09,Delivered,7
Dallas,Los Angeles,FedEx,Express,219.2,3.2,33x13x15,2025-05-24,2025-05-24,2025-05-31,2025-06-01,Delivered,8
Detroit,Miami,UPS,Fragile,92.6,3.2,26x11x25,2025-05-05,2025-05-05,2025-05-10,2025-05-10,Delivered,5
Atlanta,Houston,DHL,Standard,258.8,4.4,39x17x22,2025-05-16,2025-05-17,2025-05-20,2025-05-20,Delivered,3
Detroit,Los Angeles,FedEx,Express,250.7,5.0,23x33x17,2025-05-03,2025-05-03,2025-05-04,2025-05-04,Delivered,1
Philadelphia,Orlando,FedEx,Express,303.4,4.7,19x37x30,2025-05-26,2025-05-26,2025-05-29,2025-05-29,Delivered,3
San Diego,Houston,FedEx,Express,215.6,4.3,17x37x11,2025-05-19,2025-05-19,2025-05-26,2025-05-26,Delivered,7
Boston,Las Vegas,DHL,Express,283.9,4.7,17x13x30,2025-05-21,2025-05-22,2025-05-22,2025-05-22,Delayed,0
Atlanta,Austin,FedEx,Express,312.6,5.5,45x40x29,2025-05-12,2025-05-12,2025-05-13,2025-05-15,Delivered,3
San Diego,Phoenix,FedEx,Fragile,330.4,5.4,38x37x20,2025-05-06,2025-05-07,2025-05-07,2025-05-07,Disrupted,0
Atlanta,San Francisco,FedEx,Standard,241.6,3.3,46x21x19,2025-05-19,2025-05-19,2025-05-24,2025-05-26,Delivered,7
Boston,Orlando,UPS,Express,341.0,5.6,18x18x10,2025-05-21,2025-05-21,2025-05-25,2025-05-25,Delivered,4
San Diego,Austin,UPS,Standard,320.8,3.8,33x35x26,2025-05-11,2025-05-11,2025-05-17,2025-05-17,Delivered,6
Detroit,Austin,FedEx,Express,105.5,2.8,17x18x24,2025-05-05,2025-05-05,2025-05-09,2025-05-09,Delivered,4
San Diego,Houston,FedEx,Fragile,284.6,4.9,35x17x27,2025-05-17,2025-05-17,2025-05-21,2025-05-21,Delivered,4
Dallas,Orlando,DHL,Standard,102.7,2.1,42x19x12,2025-05-22,2025-05-22,2025-05-24,2025-05-24,Delivered,2
Detroit,Las Vegas,DHL,Express,297.4,5.4,27x34x10,2025-05-25,2025-05-25,2025-06-01,2025-06-02,Delivered,8
Houston,Houston,DHL,Standard,293.5,3.9,37x38x30,2025-05-22,2025-05-22,2025-05-23,2025-05-25,Delivered,3
San Diego,Phoenix,FedEx,Fragile,174.0,4.5,47x36x11,2025-05-11,2025-05-11,2025-05-17,2025-05-17,Delivered,6
Houston,Austin,DHL,Fragile,170.3,2.4,45x27x20,2025-05-29,2025-05-29,2025-06-05,2025-06-05,Delayed,7
Houston,Los Angeles,UPS,Standard,194.1,3.1,44x38x23,2025-05-30,2025-05-30,2025-06-05,2025-06-05,Delivered,6
Miami,Phoenix,FedEx,Standard,178.5,2.6,37x10x22,2025-05-26,2025-05-26,2025-05-29,2025-05-29,Delivered,3
New York,Los Angeles,FedEx,Fragile,105.6,4.0,33x26x23,2025-05-26,2025-05-26,2025-05-28,2025-05-30,Delivered,4
Miami,Miami,FedEx,Express,189.7,4.4,49x27x25,2025-05-20,2025-05-20,2025-05-22,2025-05-22,Delivered,2
San Diego,Orlando,UPS,Standard,153.0,3.8,47x38x26,2025-05-13,2025-05-13,2025-05-16,2025-05-18,Delivered,5
New York,Miami,DHL,Standard,194.9,4.6,36x23x22,2025-05-01,2025-05-01,2025-05-08,2025-05-08,Delivered,7
Miami,Los Angeles,DHL,Express,335.6,4.7,30x26x29,2025-05-21,2025-05-22,2025-05-28,2025-05-29,Delivered,7
Dallas,Las Vegas,FedEx,Fragile,237.1,3.6,24x37x28,2025-05-09,2025-05-09,2025-05-14,2025-05-14,Delayed,5
Dallas,Denver,FedEx,Express,338.2,4.8,21x35x22,2025-05-11,2025-05-12,2025-05-16,2025-05-17,Delayed,5
Dallas,Miami,DHL,Express,131.8,2.5,34x15x12,2025-05-30,2025-05-31,2025-06-02,2025-06-02,Delivered,2
Philadelphia,Austin,DHL,Standard,237.2,3.1,33x32x8,2025-05-05,2025-05-05,2025-05-12,2025-05-13,Delivered,8
San Diego,Miami,UPS,Express,118.2,2.7,27x38x20,2025-05-05,2025-05-05,2025-05-10,2025-05-10,Delivered,5
Philadelphia,Phoenix,DHL,Fragile,144.1,2.4,31x36x18,2025-05-25,2025-05-25,2025-05-31,2025-06-02,Delayed,8
Chicago,Houston,DHL,Standard,101.0,3.5,17x11x23,2025-05-26,2025-05-26,2025-06-01,2025-06-01,Delayed,6
Boston,Miami,FedEx,Standard,299.0,3.6,21x12x13,2025-05-16,2025-05-17,2025-05-21,2025-05-23,Delivered,6
Atlanta,Las Vegas,DHL,Standard,82.9,1.9,43x23x12,2025-05-05,2025-05-06,2025-05-08,2025-05-09,Delayed,3
Miami,Houston,UPS,Express,291.4,5.0,39x20x10,2025-05-31,2025-05-31,2025-06-06,2025-06-06,Delivered,6
San Diego,Miami,FedEx,Standard,290.6,5.1,23x25x18,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Delayed,5
Miami,San Francisco,UPS,Standard,186.0,4.7,41x12x17,2025-05-17,2025-05-18,2025-05-22,2025-05-22,Delivered,4
Chicago,Phoenix,FedEx,Standard,159.2,2.7,44x21x19,2025-05-03,2025-05-03,2025-05-10,2025-05-11,Delayed,8
Philadelphia,Los Angeles,FedEx,Fragile,123.1,2.8,16x17x20,2025-05-20,2025-05-20,2025-05-23,2025-05-23,Disrupted,3
Dallas,Los Angeles,FedEx,Fragile,156.9,4.1,47x18x29,2025-05-16,2025-05-16,2025-05-19,2025-05-21,Delivered,5
San Diego,Phoenix,UPS,Express,223.5,2.9,37x18x13,2025-05-25,2025-05-25,2025-06-01,2025-06-03,Delayed,9
Chicago,Austin,UPS,Express,261.9,5.4,20x14x21,2025-05-13,2025-05-13,2025-05-14,2025-05-14,Delayed,1
Chicago,Las Vegas,DHL,Express,255.6,3.6,32x26x15,2025-05-26,2025-05-26,2025-05-28,2025-05-28,Delivered,2
Detroit,Orlando,FedEx,Standard,154.9,4.4,34x18x29,2025-05-02,2025-05-03,2025-05-08,2025-05-10,Delivered,7
Miami,Miami,FedEx,Fragile,60.7,1.7,31x13x27,2025-05-13,2025-05-13,2025-05-14,2025-05-14,Delayed,1
San Diego,Los Angeles,DHL,Express,341.6,4.0,44x38x30,2025-05-17,2025-05-17,2025-05-24,2025-05-24,Delayed,7
Detroit,Seattle,FedEx,Fragile,233.0,4.8,41x32x20,2025-05-23,2025-05-23,2025-05-26,2025-05-27,Delayed,4
Detroit,Miami,UPS,Standard,341.7,5.1,37x11x23,2025-05-01,2025-05-02,2025-05-02,2025-05-02,Delivered,0
Detroit,Houston,UPS,Express,65.0,2.6,39x14x30,2025-05-02,2025-05-02,2025-05-05,2025-05-05,Delivered,3
New York,Los Angeles,FedEx,Standard,164.7,2.4,19x22x20,2025-05-12,2025-05-13,2025-05-18,2025-05-18,Delivered,5
New York,Orlando,UPS,Fragile,178.7,2.6,28x34x11,2025-05-19,2025-05-19,2025-05-22,2025-05-23,Disrupted,4
Houston,Houston,DHL,Express,191.5,4.8,43x36x20,2025-05-30,2025-05-30,2025-06-05,2025-06-05,Delivered,6
Dallas,Los Angeles,UPS,Fragile,75.9,3.2,50x33x27,2025-05-29,2025-05-29,2025-06-05,2025-06-05,Delayed,7
Houston,Denver,DHL,Express,337.5,5.9,22x30x13,2025-05-19,2025-05-20,2025-05-24,2025-05-26,Delivered,6
Miami,San Francisco,FedEx,Standard,254.9,5.1,34x25x14,2025-05-06,2025-05-06,2025-05-11,2025-05-11,Delivered,5
Detroit,Miami,FedEx,Fragile,190.8,3.6,35x29x20,2025-05-25,2025-05-25,2025-05-28,2025-05-28,Delivered,3
Atlanta,Las Vegas,UPS,Standard,230.2,5.3,41x28x21,2025-05-28,2025-05-29,2025-06-04,2025-06-04,Delivered,6
New York,Los Angeles,DHL,Express,261.0,3.3,30x30x25,2025-05-13,2025-05-13,2025-05-18,2025-05-20,Delivered,7
New York,Orlando,DHL,Express,241.4,3.3,44x27x13,2025-05-03,2025-05-04,2025-05-10,2025-05-11,Delayed,7
New York,Denver,UPS,Express,259.0,4.8,39x38x15,2025-05-25,2025-05-25,2025-05-29,2025-05-29,Delivered,4
Detroit,Phoenix,DHL,Fragile,242.9,5.1,31x21x26,2025-05-06,2025-05-06,2025-05-08,2025-05-08,Delivered,2
Chicago,Miami,DHL,Fragile,189.2,4.9,43x39x8,2025-05-29,2025-05-29,2025-05-31,2025-05-31,Delivered,2
Philadelphia,Miami,UPS,Standard,315.9,4.1,44x25x18,2025-05-20,2025-05-21,2025-05-27,2025-05-28,Delivered,7
Detroit,Austin,FedEx,Fragile,331.7,5.7,29x36x9,2025-05-04,2025-05-04,2025-05-06,2025-05-06,Disrupted,2
Houston,Austin,DHL,Standard,259.4,3.5,23x28x16,2025-05-21,2025-05-22,2025-05-27,2025-05-27,Delayed,5
Houston,Las Vegas,UPS,Express,254.6,4.1,29x19x8,2025-05-31,2025-06-01,2025-06-01,2025-06-01,Delivered,0
Atlanta,Los Angeles,DHL,Express,343.0,5.5,16x15x28,2025-05-15,2025-05-16,2025-05-22,2025-05-23,Delivered,7
Atlanta,Miami,UPS,Fragile,319.7,5.4,18x24x10,2025-05-29,2025-05-30,2025-05-30,2025-05-30,Delayed,0
Detroit,Seattle,FedEx,Standard,95.8,3.5,21x17x26,2025-05-25,2025-05-26,2025-05-29,2025-05-29,Delivered,3
Philadelphia,Seattle,UPS,Fragile,87.8,3.0,18x29x29,2025-05-10,2025-05-10,2025-05-12,2025-05-14,Disrupted,4
San Diego,Miami,DHL,Standard,298.1,3.7,29x17x10,2025-05-25,2025-05-26,2025-06-01,2025-06-01,Delivered,6
Houston,Denver,DHL,Standard,106.2,3.9,31x11x22,2025-05-29,2025-05-29,2025-05-30,2025-05-30,Delivered,1
Boston,Las Vegas,FedEx,Express,252.4,4.2,17x32x21,2025-05-30,2025-05-30,2025-06-02,2025-06-04,Disrupted,5
Chicago,Miami,UPS,Fragile,139.6,3.7,35x32x9,2025-05-08,2025-05-08,2025-05-12,2025-05-12,Delivered,4
Philadelphia,Los Angeles,UPS,Express,309.0,4.2,23x29x30,2025-05-09,2025-05-09,2025-05-10,2025-05-10,Delivered,1
Atlanta,Austin,DHL,Standard,139.4,1.9,50x12x18,2025-05-05,2025-05-06,2025-05-11,2025-05-11,Delivered,5
Miami,Phoenix,DHL,Fragile,123.7,2.2,49x21x11,2025-05-18,2025-05-19,2025-05-24,2025-05-25,Delayed,6
