EngineHours,Mileage,FuelConsumption,Temperature,Vibration,BreakdownFlag
1764,107556,11.5,30,0.05,0
5536,28460,11.5,30,0.06,0
4736,87208,11.4,18,0.09,0
7040,27947,5.5,15,0.04,0
2952,34736,5.8,29,0.07,0
3293,72391,11.0,19,0.07,0
4262,89612,8.6,18,0.06,0
3685,117387,11.1,24,0.02,0
1364,113018,10.8,29,0.08,0
1255,124383,10.0,28,0.06,0
4110,134066,9.3,27,0.03,0
5654,76244,6.6,22,0.08,0
7230,22969,11.3,16,0.08,0
3921,40148,6.3,21,0.06,0
5016,25235,5.3,25,0.07,0
6715,125038,4.9,19,0.02,0
2148,76679,5.0,30,0.05,0
5046,118175,7.2,15,0.05,0
6042,46179,11.0,18,0.07,0
1327,43314,11.9,29,0.03,0
7040,35575,4.8,22,0.1,0
4730,125170,6.1,20,0.06,0
3465,149435,7.2,21,0.01,0
6815,76289,8.5,26,0.08,0
5039,92262,11.4,15,0.04,0
5968,24865,6.6,28,0.05,0
7239,108169,7.5,30,0.02,0
4877,95822,11.4,23,0.03,0
7640,52415,6.1,29,0.02,0
7093,73588,7.1,23,0.04,0
4249,54455,5.2,17,0.04,0
4581,71639,4.8,22,0.1,0
5146,130826,10.5,28,0.04,0
6871,134755,7.0,16,0.08,0
3923,20100,11.8,22,0.07,0
6788,102859,5.9,20,0.02,0
4646,44398,6.3,30,0.03,0
5236,74247,7.1,18,0.02,0
4852,74305,10.8,20,0.07,0
4932,55690,9.8,24,0.05,0
5081,91705,4.8,19,0.05,0
6146,36404,7.1,23,0.01,0
2449,117304,9.3,30,0.05,0
2734,85288,9.3,18,0.06,0
2405,50115,6.5,29,0.06,0
4558,94484,5.7,25,0.03,0
2363,25258,11.6,17,0.08,0
6733,97419,7.6,18,0.04,0
7823,141382,4.6,28,0.04,0
7380,142191,5.8,20,0.02,0
4406,142533,7.3,17,0.08,0
4620,88013,7.1,21,0.06,0
3325,43511,10.1,18,0.02,0
1967,139317,4.9,30,0.08,0
3296,62456,4.9,26,0.1,0
4792,94917,8.0,17,0.04,0
1450,112874,8.9,19,0.01,0
3274,89304,5.0,20,0.09,0
1405,83356,7.5,17,0.07,0
5397,88339,11.1,26,0.02,0
1406,63708,6.6,21,0.03,0
3481,28111,5.6,15,0.06,0
3712,78357,9.2,25,0.03,0
1036,21494,8.6,18,0.09,0
7982,48997,11.5,27,0.03,0
2786,73835,10.6,15,0.1,0
4149,43571,6.4,16,0.06,0
6885,38668,11.1,17,0.08,0
3190,27776,10.4,25,0.03,0
6950,139952,9.4,17,0.03,0
2802,96036,5.8,19,0.01,0
7315,124037,11.4,16,0.03,0
1057,88827,6.7,21,0.1,0
6121,138407,10.6,26,0.02,0
3449,38250,5.0,20,0.1,0
2072,103314,10.5,23,0.08,0
6600,38715,10.9,26,0.05,0
4349,89693,7.1,17,0.09,0
6952,93561,8.2,21,0.02,0
4334,49342,6.6,24,0.06,1
5217,85768,7.9,18,0.04,0
4051,22951,10.8,21,0.03,0
2542,69772,9.1,20,0.08,0
7812,52111,7.8,26,0.05,0
6123,33736,8.6,20,0.08,0
5566,117906,10.7,16,0.04,0
2613,40784,10.0,25,0.09,0
5268,147417,5.9,15,0.06,0
2776,78574,7.4,24,0.02,0
2955,68511,10.2,21,0.03,0
6264,125845,5.4,30,0.08,0
2820,91101,10.4,22,0.01,0
7358,65168,6.0,19,0.07,0
7058,98762,7.3,18,0.02,0
5258,113248,9.5,26,0.04,0
6022,66949,8.6,24,0.04,0
5166,91325,6.0,26,0.08,0
3413,78364,8.8,30,0.07,0
4010,115871,11.3,28,0.03,0
7393,94785,9.1,15,0.06,0
7571,29813,10.1,29,0.02,0
2582,95072,11.9,20,0.03,0
6977,20790,8.5,26,0.05,0
5784,138408,8.1,20,0.09,0
1295,139835,9.3,17,0.04,0
3895,123802,8.7,28,0.08,0
6949,50802,8.4,18,0.04,0
4226,77339,11.6,17,0.1,0
2575,32710,8.3,19,0.1,0
7276,93996,8.3,16,0.07,0
6324,65125,11.9,20,0.07,0
5222,135791,7.0,24,0.04,0
6973,99584,8.7,22,0.08,0
4276,145237,8.2,22,0.07,0
6154,24127,8.8,15,0.09,0
6368,75436,8.9,28,0.02,0
6348,121553,11.7,22,0.07,0
4899,51348,8.2,16,0.07,0
5318,139499,7.9,19,0.09,0
6703,38496,9.2,24,0.06,0
6343,117018,6.1,29,0.1,0
1117,101804,4.5,17,0.05,0
2148,131019,6.8,28,0.07,0
1372,96562,10.8,21,0.06,0
5421,114698,4.6,21,0.04,0
2710,92977,7.8,16,0.02,0
4397,41261,9.8,22,0.07,0
3576,28998,10.2,29,0.07,0
5202,121548,6.4,17,0.03,0
5536,67163,8.6,24,0.09,0
3392,106285,7.1,28,0.08,0
6208,96529,6.9,22,0.07,0
6364,132480,6.5,19,0.06,0
1256,78445,4.5,21,0.02,0
7826,106189,5.9,24,0.01,0
1660,48427,4.9,30,0.02,0
6947,135022,10.9,27,0.02,0
6343,98677,7.5,27,0.08,0
6614,80485,8.0,27,0.03,0
1281,90405,8.9,20,0.07,0
6126,98841,5.5,30,0.02,0
3955,112113,8.9,26,0.09,0
3626,43708,9.1,29,0.09,0
3259,137569,8.5,19,0.07,0
2501,116079,5.1,23,0.02,0
5784,139389,7.6,16,0.06,0
4986,67148,10.4,30,0.09,0
3308,112165,5.1,19,0.05,0
4522,32511,4.5,16,0.08,0
4580,101538,10.3,30,0.02,0
5084,121502,7.5,30,0.03,0
3897,71770,7.8,20,0.05,0
2776,115672,6.2,23,0.03,0
1190,112034,8.9,19,0.09,0
1379,92125,6.7,15,0.07,0
5718,82458,9.1,19,0.08,0
7795,73803,11.6,21,0.08,0
4441,132127,6.5,18,0.04,0
1957,100771,11.4,19,0.06,0
1776,124103,11.2,29,0.03,0
3856,28934,10.1,21,0.02,0
4710,42752,11.8,25,0.03,0
1068,22989,5.5,18,0.06,0
4767,125541,6.6,20,0.02,0
6402,24596,9.7,22,0.05,0
3408,85308,9.7,21,0.04,0
6878,28992,11.0,17,0.08,0
7519,103032,6.2,29,0.04,0
5991,132250,10.0,19,0.06,0
5413,133066,10.6,23,0.09,0
7057,38720,4.7,19,0.05,0
7619,105281,9.4,22,0.02,1
6482,115842,8.2,17,0.02,0
3409,109454,6.9,21,0.05,0
7900,30438,11.0,15,0.06,0
2885,105560,5.9,18,0.05,0
4267,75200,11.5,25,0.09,0
3035,132704,7.9,20,0.03,0
5019,114016,7.6,28,0.06,0
1656,146554,5.4,18,0.01,0
7387,28597,11.1,26,0.05,0
6125,22015,5.2,17,0.04,0
3512,79839,9.3,15,0.04,0
3272,140083,7.5,28,0.09,0
1761,72464,10.2,24,0.01,0
5617,59216,5.1,28,0.08,0
4210,65136,9.2,16,0.05,0
5184,137618,10.9,29,0.01,0
4488,64688,6.4,28,0.09,0
2670,28978,5.7,16,0.04,0
7662,83369,6.8,22,0.08,0
6440,29565,11.3,17,0.06,0
4756,114797,8.3,30,0.09,0
7595,137108,11.4,19,0.04,0
6615,117913,7.6,20,0.02,0
4387,143337,7.2,27,0.03,0
7965,112942,10.6,20,0.07,0
7594,32569,9.1,17,0.04,0
1166,131371,10.2,26,0.06,0
4722,52846,6.9,18,0.05,0
1689,24081,5.4,22,0.02,0
7394,76607,8.0,21,0.06,0
5344,148995,10.4,25,0.06,0
2873,142470,7.0,25,0.07,0
6607,85016,7.2,27,0.1,0
3083,47392,5.0,26,0.07,0
1530,126477,7.1,28,0.09,0
6485,116263,5.9,19,0.06,0
6840,111709,6.5,17,0.02,0
3929,115608,8.0,22,0.1,0
6198,99998,7.2,27,0.04,0
1775,24805,6.2,23,0.07,0
1006,67872,11.1,30,0.01,0
2510,30937,9.6,16,0.1,0
6207,43837,11.7,17,0.1,0
7107,31893,5.4,25,0.08,0
4549,43362,9.9,18,0.04,0
7033,118051,11.0,18,0.01,0
7646,76452,6.4,17,0.09,0
3732,76100,9.8,23,0.09,0
4508,124091,10.9,21,0.01,0
7569,73341,8.7,15,0.02,0
2704,25094,6.8,15,0.07,0
5231,34677,11.8,28,0.01,0
6555,87855,5.1,21,0.07,1
4345,42233,4.8,18,0.02,0
4671,105042,7.5,16,0.05,0
4788,148958,10.9,19,0.06,0
7137,71838,5.9,30,0.1,0
1701,92921,11.2,30,0.09,0
1652,106948,5.2,18,0.02,0
7367,80745,10.5,25,0.04,0
7460,24791,11.4,26,0.05,0
7774,117596,7.8,19,0.05,0
5388,129095,11.2,18,0.04,0
3827,45131,5.0,22,0.03,1
4381,115301,4.8,20,0.02,0
2406,70893,8.1,29,0.08,0
4186,133409,8.5,23,0.05,0
5540,67001,9.6,22,0.03,0
7696,95008,10.7,26,0.1,0
1526,41602,10.2,30,0.02,0
7355,120381,10.7,17,0.03,0
3629,79316,7.0,21,0.08,0
5153,145706,11.9,21,0.01,0
6335,51889,8.8,25,0.09,0
4593,28096,4.9,20,0.09,0
7473,56390,5.6,25,0.03,0
3680,81635,9.8,17,0.1,0
2546,95723,10.7,22,0.02,0
7075,125395,4.6,26,0.03,0
3118,113182,9.7,30,0.05,0
5115,33833,11.0,23,0.1,0
2189,31186,8.0,16,0.03,0
6125,130662,9.0,30,0.1,0
7439,142728,7.4,28,0.04,0
5286,47710,5.7,26,0.09,0
6999,117245,4.7,24,0.09,0
4964,73417,5.2,27,0.04,0
6997,132603,6.9,27,0.09,0
6411,113844,11.2,24,0.03,0
5265,133552,10.2,29,0.04,0
2847,91536,10.6,27,0.06,0
7787,84245,6.9,17,0.04,0
5156,52683,9.6,28,0.06,0
6653,64960,7.5,21,0.02,0
1812,79342,5.1,22,0.03,0
3077,121716,7.8,25,0.01,0
4023,45298,10.7,17,0.06,0
6292,40372,7.8,26,0.01,0
6542,84112,5.8,18,0.03,0
7871,78294,10.8,30,0.09,0
7284,116378,5.6,16,0.07,0
2101,35709,9.8,28,0.05,0
3998,23759,5.2,22,0.09,0
1582,126960,7.5,27,0.05,0
5728,55766,11.5,28,0.03,0
1978,56156,10.7,25,0.04,0
3758,35478,10.5,20,0.02,0
3343,102489,6.0,28,0.04,0
7427,149728,8.2,17,0.08,0
3262,48322,11.8,17,0.04,0
3710,73355,10.2,16,0.07,0
6087,67808,6.6,28,0.04,0
2462,145802,5.5,29,0.05,0
3002,147138,11.8,15,0.03,0
1907,83334,5.3,16,0.03,0
7597,137181,4.6,22,0.07,0
2217,131476,7.7,28,0.08,0
2290,129510,7.8,20,0.01,0
7345,43296,10.1,28,0.07,0
1249,132724,11.4,20,0.1,0
3321,56820,11.7,17,0.03,0
6089,149940,8.3,30,0.08,0
5539,82719,11.9,30,0.02,0
3428,24772,7.5,26,0.03,0
2989,135253,11.2,30,0.04,0
6192,103935,8.1,21,0.02,0
3977,79617,9.8,30,0.07,0
4494,132098,5.6,18,0.08,0
2474,29846,5.5,20,0.03,0
4054,44979,7.5,23,0.08,0
4175,72214,9.3,27,0.05,0
1519,82701,7.4,16,0.05,0
6535,104402,10.8,30,0.04,0
2375,142736,8.6,25,0.05,0
7198,139782,7.8,21,0.04,0
7355,65173,8.3,19,0.05,0
1753,49651,4.6,27,0.05,0
2065,104939,5.7,25,0.03,0
4436,88197,6.7,22,0.08,0
4961,90554,7.3,16,0.09,0
7962,43891,7.4,29,0.06,0
6884,37028,5.7,16,0.08,0
4228,58866,4.7,15,0.05,0
5090,115424,10.4,23,0.05,0
2789,80224,7.5,27,0.04,0
7401,43187,5.1,22,0.05,0
5224,129989,11.3,28,0.08,0
7963,144588,6.8,16,0.07,0
3946,125465,6.5,21,0.09,0
5886,45596,11.6,26,0.01,0
4708,101865,8.8,16,0.08,0
4953,145588,11.1,16,0.08,0
7603,37561,7.3,29,0.05,0
1357,56053,5.1,15,0.02,0
3976,51918,4.7,29,0.08,0
6651,106836,5.3,24,0.08,0
3440,134019,10.7,27,0.07,0
4661,27346,5.1,27,0.08,0
3660,130647,8.5,18,0.04,0
2467,114105,5.4,21,0.05,0
5077,145215,9.3,16,0.03,0
4584,149971,7.5,28,0.08,0
1626,59800,7.5,23,0.01,0
1677,74972,7.5,16,0.07,0
2767,28387,5.8,23,0.07,0
3652,106051,5.9,30,0.02,0
1245,149216,8.1,18,0.03,0
7974,132690,7.1,22,0.1,0
4232,146552,5.0,18,0.02,0
5661,87622,9.3,26,0.08,0
2664,128742,4.9,15,0.03,0
1121,23484,7.3,20,0.01,0
3142,88992,5.2,25,0.09,0
3729,105892,10.7,17,0.08,0
5361,38654,6.3,22,0.09,0
5258,108616,12.0,18,0.1,0
7311,112303,10.1,17,0.07,0
2853,72274,11.6,24,0.04,0
2775,41940,8.5,23,0.08,0
4272,99760,9.7,17,0.09,0
2551,70893,10.7,25,0.05,0
5026,143542,8.1,26,0.05,0
6167,90953,8.4,27,0.03,0
4218,132996,6.3,30,0.1,0
7202,72000,4.8,20,0.07,1
5428,136237,6.1,23,0.03,0
5001,69177,9.1,23,0.07,0
7523,100847,8.9,23,0.08,0
7232,23936,7.2,16,0.04,0
7812,23555,4.8,30,0.06,0
3890,125733,8.5,25,0.01,0
3993,23901,5.3,26,0.07,0
6953,127407,6.7,16,0.08,0
5925,73413,6.6,28,0.03,0
3202,54173,5.5,17,0.08,0
1171,119910,9.3,18,0.1,0
6803,140081,9.7,17,0.03,0
5912,142571,6.5,26,0.02,0
3509,75297,5.0,16,0.08,0
5654,74811,9.3,17,0.08,0
4096,51377,8.2,23,0.05,0
2442,48082,5.4,24,0.06,0
2885,36880,5.3,20,0.09,0
4907,61665,10.6,19,0.05,0
6644,74436,9.8,22,0.07,0
3063,138648,11.4,28,0.07,0
4916,134750,7.6,29,0.07,0
4459,148826,10.0,17,0.07,0
2374,93858,10.4,22,0.06,1
1185,26025,6.9,28,0.08,0
2718,69246,5.1,17,0.02,0
2249,94173,10.9,15,0.06,0
3118,116066,6.6,17,0.02,0
1134,56911,9.7,17,0.03,0
7161,53594,9.0,18,0.06,0
1076,26450,8.8,25,0.08,0
4931,69478,5.1,15,0.03,0
4874,90629,8.2,26,0.06,0
7972,39776,7.5,23,0.07,0
2922,24893,11.6,15,0.07,0
5523,24702,9.2,30,0.08,0
4443,38022,11.2,25,0.04,0
4231,51520,7.1,24,0.07,0
6342,52735,5.1,24,0.09,0
3731,68754,9.9,24,0.04,0
3990,57557,5.3,26,0.04,0
2168,71912,8.3,28,0.07,0
3995,93532,10.8,20,0.05,0
2814,111356,7.5,21,0.07,0
7351,33660,12.0,23,0.02,0
4885,86938,10.8,19,0.09,0
3293,54998,9.4,18,0.01,0
2278,99602,10.8,15,0.05,0
7585,103272,10.5,19,0.06,0
7664,52711,7.1,20,0.03,0
7013,140291,9.6,25,0.02,0
5264,141798,6.9,28,0.08,0
3278,53356,4.9,24,0.03,0
4246,147767,10.6,18,0.09,0
5451,124404,7.1,22,0.04,1
2557,124035,8.8,26,0.06,0
3601,105080,5.4,15,0.07,0
5787,70213,10.1,27,0.07,0
4264,50757,10.2,16,0.1,0
1680,65779,5.1,27,0.02,0
1117,107350,7.0,19,0.06,0
6797,120177,10.7,19,0.02,0
7151,54091,5.7,30,0.06,0
6940,130152,6.5,22,0.05,0
4778,61241,5.9,26,0.03,0
5746,44355,7.0,28,0.02,0
7353,68470,11.4,24,0.07,0
1457,142792,7.5,20,0.01,0
5382,82223,9.0,26,0.03,0
5975,140646,4.5,29,0.01,0
2665,38082,8.0,24,0.05,0
4153,30840,4.8,19,0.05,0
7338,87313,8.3,25,0.08,0
2642,59727,9.2,23,0.09,0
5277,92757,4.9,26,0.09,0
4424,125362,11.7,26,0.09,0
6868,116011,9.7,27,0.05,0
4528,124810,11.9,25,0.09,0
6940,99444,7.3,15,0.1,0
2277,144515,7.9,24,0.1,0
5758,57821,8.9,24,0.01,0
3055,95980,7.6,16,0.03,0
3161,22124,5.1,19,0.06,0
4285,70780,5.9,16,0.03,0
5345,142941,6.2,25,0.04,0
5375,56473,6.7,29,0.04,0
6159,69857,11.4,18,0.03,0
2217,67814,9.7,21,0.09,0
5052,100944,7.9,29,0.05,0
1840,68910,9.7,29,0.07,0
7518,63673,10.6,15,0.01,0
2031,148153,7.6,19,0.01,0
3539,92648,5.2,17,0.09,0
6454,87007,9.8,29,0.02,0
1715,39795,4.9,15,0.09,0
3903,131013,5.4,21,0.09,0
5627,105475,9.1,19,0.02,0
1810,21382,5.2,30,0.08,0
4607,96349,5.2,24,0.01,0
4393,79227,7.5,18,0.02,0
2013,32818,11.9,27,0.02,0
6367,44786,6.4,29,0.08,1
2577,63406,10.6,20,0.04,0
2262,132400,9.4,30,0.09,0
4521,30995,5.3,23,0.05,0
6700,98567,5.7,24,0.04,0
1385,113914,10.1,20,0.05,0
3168,30775,10.5,17,0.06,0
3843,47566,11.4,28,0.05,0
4548,125542,7.6,26,0.05,0
6786,26245,7.5,28,0.02,0
7492,137558,11.9,19,0.09,0
6992,49775,11.6,25,0.09,0
3752,65340,6.8,18,0.1,0
1770,62998,7.2,18,0.01,0
6582,148879,9.9,15,0.06,0
2106,83700,6.7,17,0.02,0
7644,40033,8.5,29,0.02,0
2946,110315,5.8,20,0.07,0
5015,27492,4.6,15,0.06,0
7230,143769,9.4,21,0.05,0
5474,57681,9.4,28,0.07,0
6614,131854,8.8,30,0.04,0
7382,35947,5.6,18,0.07,0
7879,123609,10.4,17,0.03,0
1102,48907,11.9,30,0.08,0
3779,114381,8.6,29,0.07,0
3273,78391,10.8,15,0.07,0
1627,91820,8.7,22,0.1,0
6152,39749,5.8,17,0.02,0
2890,53767,8.9,22,0.08,0
2317,133308,4.6,26,0.06,0
7883,52139,7.2,28,0.08,0
3745,27310,7.8,21,0.06,0
1344,58624,11.8,27,0.1,0
4645,97003,11.9,29,0.06,0
7422,149116,7.3,16,0.01,0
7723,55446,6.8,22,0.03,0
4391,47542,9.7,18,0.1,0
3646,28227,7.7,18,0.02,0
2052,52027,11.9,17,0.03,0
4459,36230,5.4,21,0.1,0
5254,98498,6.0,21,0.03,0
6213,82181,10.1,28,0.05,1
1206,59199,9.8,15,0.05,0
3587,86907,6.7,18,0.03,0
4802,93785,10.2,29,0.02,0
2179,127963,9.4,21,0.1,0
7484,30372,10.1,17,0.07,0
7904,64867,7.8,19,0.02,0
2512,86148,10.2,29,0.03,0
1070,94389,10.2,26,0.03,0
4283,96860,10.5,25,0.02,0
3573,88132,7.1,24,0.05,0
1035,111430,4.6,15,0.02,0
3826,112201,10.1,15,0.04,0
5924,127396,8.8,27,0.09,0
7630,140086,7.8,27,0.04,0
2017,43158,10.9,21,0.1,0
2388,29745,10.3,29,0.09,0
4664,32932,7.4,26,0.05,0
7544,24213,8.5,20,0.05,0
2958,49076,11.1,18,0.05,0
7286,47932,9.2,22,0.02,0
1790,66353,6.2,29,0.02,0
3241,133623,6.2,20,0.09,0
5694,124719,5.7,18,0.02,0
6746,72260,10.2,21,0.06,0
4598,46384,11.8,20,0.05,0
5924,46628,7.1,30,0.06,0
4033,70965,10.8,27,0.01,0
5377,79848,9.6,22,0.03,0
3472,85268,7.3,28,0.04,0
5192,35847,9.0,23,0.03,0
2526,95218,11.7,28,0.04,0
2675,44068,10.5,22,0.02,0
5742,87847,7.7,23,0.07,0
6131,49991,10.7,24,0.05,0
2759,129278,7.6,21,0.06,0
5481,58928,8.0,19,0.06,0
1069,140180,10.4,26,0.05,0
1177,122346,4.8,29,0.07,0
3893,119005,4.8,23,0.02,0
4916,113231,7.9,15,0.01,0
7649,37517,12.0,27,0.06,0
2680,120721,9.7,30,0.07,0
5117,101362,5.4,28,0.1,0
3874,84635,10.3,22,0.07,0
1641,105369,6.0,21,0.02,0
2070,130269,7.6,28,0.02,0
5590,139929,11.8,16,0.04,0
1619,142269,8.6,30,0.04,0
1797,69501,4.7,20,0.09,0
2104,79521,6.0,21,0.04,0
2382,120057,10.1,25,0.05,0
2937,55471,4.6,26,0.08,0
5145,22055,8.2,19,0.03,0
4836,123160,8.0,25,0.09,0
3880,83503,9.9,16,0.03,0
1801,23938,5.6,30,0.03,0
3264,48251,7.6,21,0.02,0
1623,71528,5.0,26,0.05,0
4720,56784,11.1,25,0.02,0
5734,137551,9.7,30,0.07,0
5598,106346,5.1,25,0.06,0
5242,58582,11.3,17,0.08,0
3123,32568,4.5,28,0.08,0
6804,127174,6.7,17,0.06,0
3820,125578,11.1,18,0.02,0
1987,67473,11.1,23,0.08,0
4107,131760,4.5,30,0.06,0
7887,25433,10.1,19,0.05,0
7985,77032,7.8,27,0.04,0
1393,92502,4.8,30,0.01,0
1545,90993,10.3,30,0.07,0
6885,139692,11.1,18,0.1,0
2046,146774,4.9,20,0.02,0
7766,60028,4.7,18,0.06,0
7956,106285,9.8,19,0.02,0
1447,36924,9.0,22,0.09,0
6979,61520,11.8,21,0.05,0
1997,56394,9.7,24,0.02,0
1889,148327,11.3,23,0.04,0
1438,117381,10.4,30,0.06,0
3799,46514,7.1,23,0.05,0
4791,133203,7.5,28,0.06,0
4540,29829,7.9,28,0.07,0
4254,71824,7.7,22,0.04,0
1961,140822,10.9,22,0.03,0
5926,94914,7.2,26,0.02,0
4444,146164,9.1,22,0.09,0
2867,137281,9.6,15,0.06,0
4173,72103,9.4,18,0.08,0
2680,112227,11.0,25,0.09,0
7867,72862,8.1,24,0.06,0
4040,103460,9.3,26,0.06,0
5768,92813,7.1,24,0.05,0
7089,146124,5.5,16,0.01,0
3248,97625,5.3,16,0.04,0
7941,100786,5.1,21,0.02,1
6750,58239,6.4,21,0.05,0
1481,50222,10.8,19,0.06,0
6931,93914,9.1,24,0.09,0
5189,76202,7.3,25,0.03,0
3241,43539,11.5,27,0.08,0
2484,54765,6.2,15,0.1,0
4350,22267,8.3,24,0.07,0
7163,30971,7.7,25,0.06,0
5058,108751,11.0,23,0.09,0
3022,66587,11.6,25,0.02,0
3121,120227,12.0,16,0.01,0
4051,128277,6.0,22,0.06,0
5614,136761,8.1,26,0.09,0
3219,36665,8.3,24,0.03,0
2786,148909,6.5,20,0.08,0
5660,80167,9.4,19,0.04,0
4572,127099,11.7,16,0.04,0
5016,120568,10.8,19,0.05,0
1577,118793,11.1,15,0.1,0
7452,83161,8.9,28,0.06,0
5862,83427,6.0,17,0.04,0
3291,125349,5.4,23,0.07,0
2300,22504,4.8,18,0.04,0
7394,114761,9.0,15,0.08,0
2476,115509,9.2,16,0.06,0
5928,79352,6.8,18,0.03,0
7962,126917,5.5,16,0.04,0
2405,74564,9.7,23,0.09,0
5738,93343,7.5,16,0.03,0
2064,55204,8.1,18,0.04,0
3041,44668,8.1,17,0.03,0
1611,55160,10.4,28,0.04,0
3427,57182,6.3,21,0.09,0
3180,96026,10.6,20,0.07,0
6349,112595,9.3,25,0.08,0
7814,41332,6.3,19,0.09,0
6835,67967,7.8,22,0.04,0
4419,108062,9.8,17,0.05,1
5869,137534,7.1,25,0.08,0
4361,77980,6.8,18,0.01,0
1120,104779,9.4,27,0.07,0
5957,118504,7.2,15,0.08,0
3039,78980,11.1,16,0.08,0
7636,119726,7.5,25,0.06,0
7831,116155,5.6,15,0.03,0
5260,77146,10.6,16,0.02,0
3781,104616,9.9,30,0.06,0
3019,146741,7.9,21,0.04,0
1890,146453,9.5,25,0.04,0
4746,100801,5.3,16,0.01,0
5941,143526,7.6,28,0.05,0
2479,34371,11.8,30,0.02,0
1246,52923,9.3,22,0.04,0
6504,122478,6.8,17,0.04,0
5631,147857,9.1,27,0.09,0
3062,77141,5.3,26,0.02,0
4945,82565,11.5,19,0.06,0
2984,76687,9.9,21,0.07,0
4026,135441,5.8,15,0.07,0
1160,139802,8.5,15,0.08,0
7877,91352,6.5,21,0.08,0
3754,149043,10.7,25,0.1,0
1865,99295,5.0,16,0.04,0
7105,108290,7.9,16,0.04,0
7012,125682,11.1,25,0.05,0
6530,79346,8.6,30,0.02,0
7300,30486,11.3,28,0.05,0
2551,125540,5.4,30,0.03,0
3848,42366,11.2,18,0.09,0
2867,92853,8.1,25,0.08,0
4851,91617,9.8,25,0.06,0
5237,22212,8.7,30,0.06,0
2431,131375,10.3,16,0.05,0
1573,114986,5.7,17,0.02,0
3659,77684,10.6,20,0.04,0
6777,95714,10.9,15,0.09,0
5628,80849,10.9,16,0.04,0
3771,65193,8.9,16,0.02,0
2229,135800,9.6,21,0.02,0
3001,37274,5.1,16,0.07,0
7659,135471,7.7,18,0.02,0
3842,81166,6.3,25,0.04,0
2825,67585,5.2,29,0.08,0
3191,36130,9.4,29,0.09,0
6229,36210,6.5,17,0.08,0
3832,141338,9.2,19,0.03,0
1337,37510,9.7,30,0.02,0
6323,110869,11.0,15,0.05,0
2497,88367,5.3,18,0.06,0
1425,133062,8.6,30,0.04,0
1623,51979,9.2,18,0.02,0
6780,123841,9.6,30,0.03,0
2529,121003,10.1,20,0.08,0
4575,56198,5.7,15,0.07,0
4479,122063,4.9,20,0.06,0
4429,69023,7.7,26,0.06,0
2127,138880,11.2,15,0.06,0
2480,62320,11.5,19,0.04,1
5761,50777,9.2,28,0.03,0
1098,36546,6.8,18,0.06,0
7060,42227,10.1,17,0.07,0
2524,56649,9.4,20,0.07,0
7387,127456,8.5,30,0.08,0
5338,130456,5.6,18,0.07,0
5443,121002,11.8,20,0.01,0
6511,33940,8.5,22,0.07,0
1827,55524,11.5,29,0.03,0
2286,59318,10.5,25,0.06,0
3620,119655,10.7,24,0.05,0
5459,79467,4.9,28,0.06,0
5861,115861,6.5,20,0.05,0
7297,134644,10.3,16,0.02,0
5801,112812,6.1,27,0.08,0
3480,53982,11.2,22,0.03,0
3019,124399,10.6,17,0.1,0
1322,143250,7.5,17,0.02,0
6675,68626,5.6,19,0.07,0
1732,133527,11.4,24,0.06,0
1226,79156,5.8,26,0.09,1
3606,55607,6.9,18,0.04,0
7179,57941,9.2,24,0.06,0
4179,135121,10.9,21,0.01,0
4337,47150,9.3,21,0.04,0
2212,133221,10.8,25,0.03,0
1237,94455,7.4,29,0.02,0
5171,136531,6.1,20,0.08,0
2060,102354,11.8,15,0.06,0
1890,52938,10.6,25,0.09,0
6989,90280,10.8,23,0.07,0
6142,123729,5.7,25,0.08,1
5282,137675,10.2,26,0.02,0
6119,102182,5.7,18,0.06,0
3044,96552,11.1,28,0.1,0
3013,52230,5.5,25,0.1,0
1292,79437,9.2,24,0.04,0
4012,21939,5.8,28,0.03,0
6107,25602,6.9,18,0.02,0
1043,51460,4.9,26,0.04,0
5963,82513,10.8,21,0.1,0
6189,114510,8.4,23,0.06,0
7365,70666,7.2,17,0.09,0
2460,67588,10.4,20,0.03,0
2270,100764,6.6,21,0.01,0
7208,146415,6.7,18,0.09,0
5772,105237,10.2,18,0.04,0
7121,33029,5.6,15,0.06,0
1993,95901,8.8,27,0.02,0
7922,148534,6.2,22,0.08,0
4868,101640,10.9,30,0.08,0
5482,30896,10.0,15,0.06,0
7995,49705,4.8,24,0.09,1
6273,87320,10.4,22,0.1,0
2238,95345,6.7,15,0.09,0
6928,44121,11.6,17,0.06,0
6867,99922,10.7,17,0.06,0
1593,88275,9.3,17,0.09,0
5514,118555,11.2,25,0.05,0
4049,116124,6.2,25,0.08,0
3153,77397,11.9,17,0.06,0
6836,91879,5.9,19,0.02,0
6998,88184,9.6,19,0.09,0
1837,99674,10.5,20,0.04,0
7351,72463,7.6,16,0.06,0
5978,57248,6.1,20,0.04,0
1686,139362,9.5,30,0.05,0
2559,128162,7.4,27,0.07,0
3205,23178,11.3,20,0.02,0
7786,65498,7.1,19,0.01,0
1600,115218,11.9,22,0.04,0
6559,121251,8.0,25,0.08,0
6243,57664,5.7,22,0.05,0
5125,78091,6.3,30,0.05,0
6375,67224,7.2,28,0.03,0
2273,120801,6.3,23,0.08,0
6916,144937,7.1,19,0.04,0
6211,54136,5.7,15,0.07,0
7215,52938,5.7,27,0.03,0
4373,93014,10.5,24,0.03,0
